FPR	TPR
0.0	0.0
0.0	0.024390243902439025
0.0	0.21951219512195122
0.0036496350364963502	0.21951219512195122
0.006386861313868613	0.21951219512195122
0.006843065693430657	0.21951219512195122
0.007755474452554745	0.21951219512195122
0.008667883211678832	0.21951219512195122
0.00958029197080292	0.24390243902439024
0.010492700729927007	0.24390243902439024
0.012317518248175183	0.24390243902439024
0.01322992700729927	0.24390243902439024
0.014142335766423358	0.24390243902439024
0.01551094890510949	0.24390243902439024
0.015967153284671534	0.24390243902439024
0.017791970802919707	0.24390243902439024
0.01824817518248175	0.24390243902439024
0.020072992700729927	0.24390243902439024
0.022354014598540146	0.24390243902439024
0.024178832116788323	0.24390243902439024
0.024635036496350366	0.24390243902439024
0.025547445255474453	0.24390243902439024
0.026916058394160582	0.24390243902439024
0.02737226277372263	0.24390243902439024
0.029653284671532845	0.24390243902439024
0.030565693430656935	0.24390243902439024
0.031478102189781025	0.24390243902439024
0.03239051094890511	0.24390243902439024
0.032846715328467155	0.24390243902439024
0.0333029197080292	0.2926829268292683
0.03512773722627737	0.2926829268292683
0.03604014598540146	0.2926829268292683
0.037408759124087594	0.2926829268292683
0.03832116788321168	0.2926829268292683
0.03968978102189781	0.2926829268292683
0.040145985401459854	0.2926829268292683
0.041970802919708027	0.2926829268292683
0.04242700729927007	0.2926829268292683
0.04333941605839416	0.2926829268292683
0.045164233576642336	0.2926829268292683
0.04562043795620438	0.2926829268292683
0.05018248175182482	0.2926829268292683
0.052463503649635035	0.2926829268292683
0.052463503649635035	0.3170731707317073
0.054288321167883215	0.34146341463414637
0.057025547445255474	0.34146341463414637
0.05930656934306569	0.34146341463414637
0.060218978102189784	0.34146341463414637
0.06067518248175183	0.34146341463414637
0.06295620437956205	0.34146341463414637
0.06341240875912409	0.36585365853658536
0.06432481751824817	0.36585365853658536
0.06569343065693431	0.36585365853658536
0.0697992700729927	0.36585365853658536
0.07025547445255474	0.3902439024390244
0.07208029197080291	0.3902439024390244
0.07344890510948905	0.3902439024390244
0.07527372262773722	0.3902439024390244
0.07801094890510948	0.3902439024390244
0.08029197080291971	0.3902439024390244
0.08302919708029197	0.3902439024390244
0.0843978102189781	0.3902439024390244
0.08713503649635036	0.3902439024390244
0.08987226277372262	0.4146341463414634
0.09215328467153285	0.4146341463414634
0.09397810218978102	0.4146341463414634
0.09945255474452555	0.4146341463414634
0.10127737226277372	0.4146341463414634
0.10173357664233576	0.4146341463414634
0.10538321167883212	0.4146341463414634
0.1104014598540146	0.4146341463414634
0.11085766423357664	0.4634146341463415
0.11268248175182481	0.4634146341463415
0.11541970802919709	0.5121951219512195
0.11815693430656934	0.5121951219512195
0.11998175182481752	0.5121951219512195
0.12226277372262774	0.5121951219512195
0.125	0.5365853658536586
0.1272810218978102	0.5365853658536586
0.13047445255474452	0.5365853658536586
0.13412408759124086	0.5609756097560976
0.1386861313868613	0.5609756097560976
0.14187956204379562	0.5609756097560976
0.14324817518248176	0.5609756097560976
0.145985401459854	0.5609756097560976
0.15054744525547445	0.5609756097560976
0.1541970802919708	0.5609756097560976
0.1583029197080292	0.5609756097560976
0.1656021897810219	0.5609756097560976
0.166514598540146	0.5609756097560976
0.16833941605839417	0.5609756097560976
0.17153284671532848	0.5609756097560976
0.17335766423357665	0.5609756097560976
0.17472627737226276	0.5609756097560976
0.177007299270073	0.5609756097560976
0.1802007299270073	0.5609756097560976
0.18156934306569342	0.6585365853658537
0.1852189781021898	0.6585365853658537
0.1947992700729927	0.6585365853658537
0.19844890510948904	0.6585365853658537
0.20164233576642335	0.6585365853658537
0.20666058394160583	0.6585365853658537
0.20985401459854014	0.6585365853658537
0.21122262773722628	0.6585365853658537
0.21395985401459855	0.6829268292682927
0.21624087591240876	0.6829268292682927
0.21806569343065693	0.7073170731707317
0.22217153284671534	0.7073170731707317
0.22764598540145986	0.7073170731707317
0.23175182481751824	0.7073170731707317
0.23357664233576642	0.7560975609756098
0.23585766423357665	0.7560975609756098
0.23996350364963503	0.7560975609756098
0.24224452554744524	0.7560975609756098
0.2468065693430657	0.7560975609756098
0.2490875912408759	0.7560975609756098
